Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2009.0,MI,Full-Service Providers,11.6,9.24,6.98,10.79,NA,9.45
2009.0,MN,Full-Service Providers,10.04,7.92,6.26,7.73,NA,8.14
2009.0,MO,Full-Service Providers,8.54,6.96,5.42,5.83,NA,7.35
2009.0,MS,Full-Service Providers,10.22,9.5,6.61,0.0,NA,8.85
2009.0,MT,Full-Service Providers,8.94,8.38,6.01,0.0,NA,8.22
2009.0,NC,Full-Service Providers,9.99,7.98,5.99,6.83,NA,8.48
2009.0,ND,Full-Service Providers,7.58,6.81,5.25,0.0,NA,6.63
2009.0,NE,Full-Service Providers,8.52,7.33,5.75,0.0,NA,7.21
2009.0,NH,Full-Service Providers,16.36,13.97,14.11,0.0,NA,15.17
2009.0,NJ,Full-Service Providers,16.31,14.59,11.7,10.76,NA,15.34
2009.0,NM,Full-Service Providers,10.02,8.4,5.72,0.0,NA,8.09
2009.0,NV,Full-Service Providers,12.86,10.64,8.21,9.95,NA,10.56
2009.0,NY,Full-Service Providers,17.16,16.21,8.62,14.97,NA,16.25
2009.0,OH,Full-Service Providers,10.63,9.64,6.76,10.73,NA,9.07
2009.0,OK,Full-Service Providers,8.49,6.76,4.82,0.0,NA,6.94
2009.0,OR,Full-Service Providers,8.68,7.53,5.26,6.83,NA,7.53
2009.0,PA,Full-Service Providers,11.6,9.52,7.16,7.73,NA,9.62
2009.0,RI,Full-Service Providers,15.6,14.1,12.83,0.0,NA,14.77
2009.0,SC,Full-Service Providers,10.44,8.74,5.79,0.0,NA,8.42
2009.0,SD,Full-Service Providers,8.49,7.14,5.65,0.0,NA,7.39
2009.0,TN,Full-Service Providers,9.32,9.61,6.76,10.69,NA,8.69
2009.0,TX,Full-Service Providers,12.38,9.66,6.74,9.83,NA,9.86
2009.0,UT,Full-Service Providers,8.48,6.96,4.81,8.31,NA,6.77
2009.0,VA,Full-Service Providers,10.61,8.06,6.91,8.42,NA,8.93
2009.0,VT,Full-Service Providers,14.9,12.93,9.21,0.0,NA,12.75
2009.0,WA,Full-Service Providers,7.67,6.98,4.4,5.91,NA,6.72
2009.0,WI,Full-Service Providers,11.94,9.57,6.73,0.0,NA,9.38
2009.0,WV,Full-Service Providers,7.9,6.77,5.24,7.56,NA,6.65
2009.0,WY,Full-Service Providers,8.58,7.28,4.83,0.0,NA,6.08
2009.0,US,Full-Service Providers,11.43,9.82,6.57,9.17,NA,9.67
2009.0,CA,Restructured Retail Service Providers,15.39,12.34,10.59,7.41,NA,11.54
2009.0,CT,Restructured Retail Service Providers,20.12,16.52,15.82,11.95,NA,16.72
2009.0,DC,Restructured Retail Service Providers,15.21,12.82,8.38,13.12,NA,12.72
2009.0,DE,Restructured Retail Service Providers,15.8,10.45,8.65,0.0,NA,9.79
2009.0,ID,Restructured Retail Service Providers,0.0,0.0,0.0,0.0,NA,0.0
2009.0,IL,Restructured Retail Service Providers,11.24,8.37,7.17,8.41,NA,7.68
2009.0,MA,Restructured Retail Service Providers,18.55,14.68,14.27,6.2,NA,14.69
2009.0,MD,Restructured Retail Service Providers,15.78,11.72,10.09,10.5,NA,11.56
2009.0,ME,Restructured Retail Service Providers,15.63,12.6,10.01,0.0,NA,13.11
2009.0,MI,Restructured Retail Service Providers,11.48,9.35,7.07,0.0,NA,8.41
2009.0,MT,Restructured Retail Service Providers,8.97,6.79,5.09,0.0,NA,5.19
2009.0,NH,Restructured Retail Service Providers,19.11,16.04,13.41,0.0,NA,14.74
2009.0,NJ,Restructured Retail Service Providers,16.35,12.67,11.98,12.6,NA,12.48
2009.0,NV,Restructured Retail Service Providers,0.0,8.3,6.05,0.0,NA,6.05
2009.0,NY,Restructured Retail Service Providers,19.64,14.96,8.23,12.92,NA,14.44
2009.0,OH,Restructured Retail Service Providers,11.39,9.78,6.48,0.0,NA,8.53
2009.0,OR,Restructured Retail Service Providers,0.0,6.52,6.18,0.0,NA,6.25
2009.0,PA,Restructured Retail Service Providers,13.98,9.72,7.75,9.76,NA,9.41
2009.0,RI,Restructured Retail Service Providers,16.05,12.93,11.73,0.0,NA,12.6
2009.0,VA,Restructured Retail Service Providers,14.13,8.0,0.0,0.0,NA,14.06
2009.0,WA,Restructured Retail Service Providers,0.0,5.08,4.41,0.0,NA,4.42
2009.0,US,Restructured Retail Service Providers,16.98,12.54,8.85,11.36,NA,11.48
2009.0,CA,Energy-Only Providers,8.37,7.74,7.63,6.64,NA,7.68
2009.0,CT,Energy-Only Providers,11.17,10.27,10.95,8.65,NA,10.49
2009.0,DC,Energy-Only Providers,12.26,9.34,7.14,10.26,NA,9.33
2009.0,DE,Energy-Only Providers,11.63,9.44,8.22,0.0,NA,8.97
2009.0,ID,Energy-Only Providers,0.0,0.0,0.0,0.0,NA,0.0
2009.0,IL,Energy-Only Providers,7.63,6.67,6.21,7.22,NA,6.4
2009.0,MA,Energy-Only Providers,11.78,9.79,9.85,5.26,NA,9.93
2009.0,MD,Energy-Only Providers,12.17,9.51,8.92,9.28,NA,9.5
2009.0,ME,Energy-Only Providers,9.03,8.42,7.99,0.0,NA,8.55
2009.0,MI,Energy-Only Providers,6.28,7.26,5.97,0.0,NA,6.73
2009.0,MT,Energy-Only Providers,5.4,4.59,4.61,0.0,NA,4.61
2009.0,NH,Energy-Only Providers,10.62,10.26,9.22,0.0,NA,9.72
2009.0,NJ,Energy-Only Providers,10.91,8.94,8.5,9.72,NA,8.83
2009.0,NV,Energy-Only Providers,0.0,7.09,5.78,0.0,NA,5.78
2009.0,NY,Energy-Only Providers,10.35,9.04,5.55,9.25,NA,8.7
2009.0,OH,Energy-Only Providers,6.24,6.22,5.16,0.0,NA,5.71
2009.0,OR,Energy-Only Providers,0.0,4.74,5.44,0.0,NA,5.3
2009.0,PA,Energy-Only Providers,8.79,7.8,6.95,7.07,NA,7.58
2009.0,RI,Energy-Only Providers,10.23,8.72,8.5,0.0,NA,8.66
2009.0,VA,Energy-Only Providers,11.71,5.0,0.0,0.0,NA,11.63
2009.0,WA,Energy-Only Providers,0.0,4.02,4.03,0.0,NA,4.03
2009.0,US,Energy-Only Providers,9.72,8.6,6.94,8.67,NA,8.08
2009.0,CA,Delivery-Only Service,7.01,4.6,2.97,0.77,NA,3.87
2009.0,CT,Delivery-Only Service,8.95,6.25,4.86,3.3,NA,6.23
2009.0,DC,Delivery-Only Service,2.95,3.48,1.24,2.87,NA,3.39
2009.0,DE,Delivery-Only Service,4.17,1.0,0.42,0.0,NA,0.82
2009.0,ID,Delivery-Only Service,0.0,0.0,0.0,0.0,NA,0.0
2009.0,IL,Delivery-Only Service,3.61,1.7,0.97,1.19,NA,1.27
2009.0,MA,Delivery-Only Service,6.78,4.89,4.42,0.95,NA,4.76
2009.0,MD,Delivery-Only Service,3.61,2.21,1.16,1.22,NA,2.06
2009.0,ME,Delivery-Only Service,6.59,4.18,2.02,0.0,NA,4.56
2009.0,MI,Delivery-Only Service,5.2,2.09,1.1,0.0,NA,1.68
2009.0,MT,Delivery-Only Service,3.57,2.21,0.48,0.0,NA,0.58
2009.0,NH,Delivery-Only Service,8.49,5.79,4.19,0.0,NA,5.02
2009.0,NJ,Delivery-Only Service,5.44,3.73,3.48,2.87,NA,3.65
2009.0,NV,Delivery-Only Service,0.0,1.21,0.27,0.0,NA,0.27
2009.0,NY,Delivery-Only Service,9.29,5.93,2.68,3.67,NA,5.73
2009.0,OH,Delivery-Only Service,5.16,3.56,1.32,0.0,NA,2.81
2009.0,OR,Delivery-Only Service,0.0,1.78,0.73,0.0,NA,0.95
2009.0,PA,Delivery-Only Service,5.19,1.92,0.79,2.69,NA,1.82
2009.0,RI,Delivery-Only Service,5.82,4.21,3.23,0.0,NA,3.94
2009.0,VA,Delivery-Only Service,2.42,3.0,0.0,0.0,NA,2.43
2009.0,WA,Delivery-Only Service,0.0,1.06,0.38,0.0,NA,0.39
2009.0,US,Delivery-Only Service,7.27,3.95,1.9,2.69,NA,3.41
2008.0,AK,Total Electric Industry,16.56,13.64,14.17,0.0,NA,14.74
2008.0,AL,Total Electric Industry,10.4,9.87,6.11,0.0,NA,8.59
2008.0,AR,Total Electric Industry,9.27,7.61,5.89,11.79,NA,7.6
2008.0,AZ,Total Electric Industry,10.27,8.93,6.57,0.0,NA,9.11
2008.0,CA,Total Electric Industry,13.81,12.54,10.09,8.16,NA,12.49
2008.0,CO,Total Electric Industry,10.13,8.57,6.65,8.32,NA,8.59
2008.0,CT,Total Electric Industry,19.54,17.12,14.93,15.44,NA,17.8
2008.0,DC,Total Electric Industry,12.78,13.3,10.65,14.01,NA,13.18
2008.0,DE,Total Electric Industry,13.93,12.1,10.49,0.0,NA,12.38
2008.0,FL,Total Electric Industry,11.65,10.14,8.25,10.18,NA,10.74
2008.0,GA,Total Electric Industry,9.93,9.07,6.67,7.15,NA,8.84
2008.0,HI,Total Electric Industry,32.5,29.72,26.05,0.0,NA,29.2
2008.0,IA,Total Electric Industry,9.49,7.18,4.81,0.0,NA,6.89
2008.0,ID,Total Electric Industry,6.99,5.72,4.48,0.0,NA,5.69
2008.0,IL,Total Electric Industry,11.07,9.25,7.34,7.53,NA,9.23
2008.0,IN,Total Electric Industry,8.87,7.82,5.46,9.6,NA,7.09
2008.0,KS,Total Electric Industry,8.89,7.44,5.69,0.0,NA,7.45
2008.0,KY,Total Electric Industry,7.94,7.29,4.82,0.0,NA,6.26
2008.0,LA,Total Electric Industry,10.28,10.12,7.94,11.88,NA,9.44
2008.0,MA,Total Electric Industry,17.56,16.07,14.14,10.06,NA,16.23
2008.0,MD,Total Electric Industry,13.84,12.77,10.38,11.77,NA,13.01
2008.0,ME,Total Electric Industry,16.24,12.95,11.56,0.0,NA,13.8
2008.0,MI,Total Electric Industry,10.75,9.17,6.73,11.83,NA,8.93
2008.0,MN,Total Electric Industry,9.74,7.88,5.87,8.04,NA,7.79
2008.0,MO,Total Electric Industry,8.0,6.61,4.92,5.4,NA,6.84
2008.0,MS,Total Electric Industry,10.39,10.02,6.56,0.0,NA,8.99
2008.0,MT,Total Electric Industry,9.13,8.54,5.91,0.0,NA,7.72
2008.0,NC,Total Electric Industry,9.52,7.55,5.54,6.57,NA,7.96
2008.0,ND,Total Electric Industry,7.52,6.81,5.59,0.0,NA,6.69
2008.0,NE,Total Electric Industry,7.87,6.68,5.16,0.0,NA,6.58
2008.0,NH,Total Electric Industry,15.68,14.3,13.13,0.0,NA,14.63
2008.0,NJ,Total Electric Industry,15.66,14.03,12.54,13.23,NA,14.43
2008.0,NM,Total Electric Industry,10.01,8.67,6.38,0.0,NA,8.35
2008.0,NV,Total Electric Industry,11.93,10.07,7.98,9.47,NA,9.89
2008.0,NY,Total Electric Industry,18.31,16.79,9.39,12.64,NA,16.47
2008.0,OH,Total Electric Industry,10.06,9.23,6.2,10.68,NA,8.39
2008.0,OK,Total Electric Industry,9.09,7.88,5.9,0.0,NA,7.81
2008.0,OR,Total Electric Industry,8.49,7.29,5.26,6.75,NA,7.24
2008.0,PA,Total Electric Industry,11.35,9.39,7.03,7.57,NA,9.33
2008.0,RI,Total Electric Industry,17.45,15.4,14.23,0.0,NA,16.04
2008.0,SC,Total Electric Industry,9.89,8.42,5.37,0.0,NA,7.85
2008.0,SD,Total Electric Industry,8.27,6.97,5.31,0.0,NA,7.14
2008.0,TN,Total Electric Industry,8.91,9.24,6.29,10.17,NA,8.18
2008.0,TX,Total Electric Industry,13.03,10.75,8.79,8.64,NA,10.99
2008.0,UT,Total Electric Industry,8.26,6.66,4.59,7.85,NA,6.49
2008.0,VA,Total Electric Industry,9.62,7.32,5.82,7.8,NA,8.0
2008.0,VT,Total Electric Industry,14.48,12.49,9.19,0.0,NA,12.33
2008.0,WA,Total Electric Industry,7.54,6.77,4.52,5.82,NA,6.55
2008.0,WI,Total Electric Industry,11.51,9.28,6.51,0.0,NA,9.0
2008.0,WV,Total Electric Industry,7.06,6.08,4.2,6.32,NA,5.61
2008.0,WY,Total Electric Industry,8.21,6.71,4.47,0.0,NA,5.67
2008.0,US,Total Electric Industry,11.26,10.26,6.96,10.71,NA,9.74
2008.0,AK,Full-Service Providers,16.56,13.64,14.17,0.0,NA,14.74
2008.0,AL,Full-Service Providers,10.4,9.87,6.11,0.0,NA,8.59
2008.0,AR,Full-Service Providers,9.27,7.61,5.89,11.79,NA,7.6
2008.0,AZ,Full-Service Providers,10.27,8.93,6.57,0.0,NA,9.11
2008.0,CA,Full-Service Providers,13.79,12.41,9.77,8.58,NA,12.45
2008.0,CO,Full-Service Providers,10.13,8.57,6.65,8.32,NA,8.59
2008.0,CT,Full-Service Providers,19.49,17.48,13.95,20.01,NA,18.46
2008.0,DC,Full-Service Providers,12.74,15.02,0.0,0.0,NA,13.9
2008.0,DE,Full-Service Providers,13.89,13.19,11.66,0.0,NA,13.37
2008.0,FL,Full-Service Providers,11.65,10.14,8.25,10.18,NA,10.74
2008.0,GA,Full-Service Providers,9.93,9.07,6.67,7.15,NA,8.84
2008.0,HI,Full-Service Providers,32.5,29.72,26.05,0.0,NA,29.2
2008.0,IA,Full-Service Providers,9.49,7.18,4.81,0.0,NA,6.89
2008.0,ID,Full-Service Providers,6.99,5.72,4.48,0.0,NA,5.69
2008.0,IL,Full-Service Providers,11.07,9.99,6.61,8.22,NA,10.35
2008.0,IN,Full-Service Providers,8.87,7.82,5.46,9.6,NA,7.09
2008.0,KS,Full-Service Providers,8.89,7.44,5.69,0.0,NA,7.45
2008.0,KY,Full-Service Providers,7.94,7.29,4.82,0.0,NA,6.26
2008.0,LA,Full-Service Providers,10.28,10.12,7.94,11.88,NA,9.44
2008.0,MA,Full-Service Providers,17.4,16.88,13.71,0.0,NA,16.75
2008.0,MD,Full-Service Providers,13.78,14.22,10.33,0.0,NA,13.82
2008.0,ME,Full-Service Providers,15.2,12.53,10.87,0.0,NA,13.56
2008.0,MI,Full-Service Providers,10.75,9.1,6.73,11.83,NA,8.93
2008.0,MN,Full-Service Providers,9.74,7.88,5.87,8.04,NA,7.79
2008.0,MO,Full-Service Providers,8.0,6.61,4.92,5.4,NA,6.84
2008.0,MS,Full-Service Providers,10.39,10.02,6.56,0.0,NA,8.99
2008.0,MT,Full-Service Providers,9.13,8.57,5.72,0.0,NA,8.06
2008.0,NC,Full-Service Providers,9.52,7.55,5.54,6.57,NA,7.96
2008.0,ND,Full-Service Providers,7.51,6.81,5.59,0.0,NA,6.69
2008.0,NE,Full-Service Providers,7.87,6.68,5.16,0.0,NA,6.58
2008.0,NH,Full-Service Providers,15.68,14.09,12.91,0.0,NA,14.59
2008.0,NJ,Full-Service Providers,15.66,14.12,11.13,13.75,NA,14.62
2008.0,NM,Full-Service Providers,10.01,8.67,6.38,0.0,NA,8.35
2008.0,NV,Full-Service Providers,11.93,10.07,8.04,9.47,NA,9.98
2008.0,NY,Full-Service Providers,17.98,17.95,10.55,20.51,NA,17.46
2008.0,OH,Full-Service Providers,10.03,9.15,6.16,10.68,NA,8.37
2008.0,OK,Full-Service Providers,9.09,7.88,5.9,0.0,NA,7.81
2008.0,OR,Full-Service Providers,8.49,7.26,4.9,6.75,NA,7.22
2008.0,PA,Full-Service Providers,11.29,9.28,7.0,7.53,NA,9.32
2008.0,RI,Full-Service Providers,17.46,16.04,14.86,0.0,NA,16.55
2008.0,SC,Full-Service Providers,9.89,8.42,5.37,0.0,NA,7.85
2008.0,SD,Full-Service Providers,8.27,6.97,5.31,0.0,NA,7.14
2008.0,TN,Full-Service Providers,8.91,9.24,6.29,10.17,NA,8.18
2008.0,TX,Full-Service Providers,13.03,10.75,8.79,8.64,NA,10.99
2008.0,UT,Full-Service Providers,8.26,6.66,4.59,7.85,NA,6.49
2008.0,VA,Full-Service Providers,9.61,7.32,5.82,7.8,NA,8.0
2008.0,VT,Full-Service Providers,14.48,12.49,9.19,0.0,NA,12.33
2008.0,WA,Full-Service Providers,7.54,6.77,4.32,5.82,NA,6.55
2008.0,WI,Full-Service Providers,11.51,9.28,6.51,0.0,NA,9.0
2008.0,WV,Full-Service Providers,7.06,6.08,4.2,6.32,NA,5.61
2008.0,WY,Full-Service Providers,8.21,6.71,4.47,0.0,NA,5.67
2008.0,US,Full-Service Providers,11.18,9.83,6.72,9.91,NA,9.55
2008.0,CA,Restructured Retail Service Providers,20.5,13.99,11.85,7.62,NA,13.02
2008.0,CT,Restructured Retail Service Providers,20.22,16.85,15.4,14.35,NA,16.71
2008.0,DC,Restructured Retail Service Providers,15.24,12.83,10.65,14.01,NA,12.81
2008.0,DE,Restructured Retail Service Providers,15.9,10.79,9.82,0.0,NA,10.44
2008.0,ID,Restructured Retail Service Providers,0.0,0.0,0.0,0.0,NA,0.0
2008.0,IL,Restructured Retail Service Providers,11.52,8.44,7.46,7.5,NA,7.84
2008.0,MA,Restructured Retail Service Providers,19.1,15.58,14.49,10.06,NA,15.55
2008.0,MD,Restructured Retail Service Providers,15.8,12.09,10.39,11.77,NA,11.89
2008.0,ME,Restructured Retail Service Providers,16.26,12.96,11.56,0.0,NA,13.8
2008.0,MI,Restructured Retail Service Providers,10.71,10.67,6.65,0.0,NA,9.08
2008.0,MT,Restructured Retail Service Providers,9.19,7.85,6.12,0.0,NA,6.23
2008.0,NH,Restructured Retail Service Providers,14.73,16.31,13.96,0.0,NA,15.1
2008.0,NJ,Restructured Retail Service Providers,15.98,13.8,13.52,13.11,NA,13.69
2008.0,NV,Restructured Retail Service Providers,0.0,0.0,7.48,0.0,NA,7.48
2008.0,NY,Restructured Retail Service Providers,20.89,15.95,8.65,11.67,NA,15.17
2008.0,OH,Restructured Retail Service Providers,10.74,9.95,6.56,0.0,NA,8.66
2008.0,OR,Restructured Retail Service Providers,0.0,7.9,7.52,0.0,NA,7.63
2008.0,PA,Restructured Retail Service Providers,14.42,10.2,7.35,9.11,NA,9.4
2008.0,RI,Restructured Retail Service Providers,16.46,12.76,12.98,0.0,NA,12.86
2008.0,VA,Restructured Retail Service Providers,13.0,7.38,0.0,0.0,NA,12.95
2008.0,WA,Restructured Retail Service Providers,0.0,6.94,6.44,0.0,NA,6.46
2008.0,US,Restructured Retail Service Providers,17.51,13.3,9.14,11.11,NA,12.05
2008.0,CA,Energy-Only Providers,13.68,9.16,8.66,7.0,NA,8.95
2008.0,CT,Energy-Only Providers,11.91,11.2,11.31,11.9,NA,11.29
2008.0,DC,Energy-Only Providers,12.39,9.5,9.5,11.26,NA,9.58
2008.0,DE,Energy-Only Providers,11.96,9.81,9.41,0.0,NA,9.66
2008.0,ID,Energy-Only Providers,0.0,0.0,0.0,0.0,NA,0.0
2008.0,IL,Energy-Only Providers,8.52,6.96,6.63,6.54,NA,6.75
2008.0,MA,Energy-Only Providers,12.08,10.77,10.75,9.37,NA,10.85
2008.0,MD,Energy-Only Providers,12.3,9.98,9.41,10.57,NA,9.95
2008.0,ME,Energy-Only Providers,9.7,8.89,9.72,0.0,NA,9.42
2008.0,MI,Energy-Only Providers,5.27,8.57,5.67,0.0,NA,7.43
2008.0,MT,Energy-Only Providers,5.48,5.6,5.59,0.0,NA,5.59
2008.0,NH,Energy-Only Providers,8.76,12.79,10.55,0.0,NA,11.65
2008.0,NJ,Energy-Only Providers,11.71,10.39,10.35,10.92,NA,10.39
2008.0,NV,Energy-Only Providers,0.0,0.0,7.26,0.0,NA,7.26
2008.0,NY,Energy-Only Providers,13.43,10.97,6.5,8.38,NA,10.44
2008.0,OH,Energy-Only Providers,5.52,5.65,4.38,0.0,NA,5.09
2008.0,OR,Energy-Only Providers,0.0,6.74,6.78,0.0,NA,6.77
2008.0,PA,Energy-Only Providers,9.26,8.13,6.66,6.52,NA,7.61
2008.0,RI,Energy-Only Providers,12.12,8.57,9.39,0.0,NA,8.86
2008.0,VA,Energy-Only Providers,10.47,3.28,0.0,0.0,NA,10.41
2008.0,WA,Energy-Only Providers,0.0,6.06,6.08,0.0,NA,6.08
2008.0,US,Energy-Only Providers,10.94,9.63,7.53,8.77,NA,8.96
2008.0,CA,Delivery-Only Service,6.82,4.83,3.19,0.62,NA,4.07
2008.0,CT,Delivery-Only Service,8.31,5.65,4.09,2.44,NA,5.41
2008.0,DC,Delivery-Only Service,2.85,3.33,1.16,2.76,NA,3.23
2008.0,DE,Delivery-Only Service,3.94,0.98,0.41,0.0,NA,0.77
2008.0,ID,Delivery-Only Service,0.0,0.0,0.0,0.0,NA,0.0
2008.0,IL,Delivery-Only Service,3.0,1.49,0.83,0.97,NA,1.08
2008.0,MA,Delivery-Only Service,7.02,4.81,3.74,0.69,NA,4.7
2008.0,MD,Delivery-Only Service,3.5,2.12,0.99,1.2,NA,1.93
2008.0,ME,Delivery-Only Service,6.55,4.07,1.84,0.0,NA,4.38
2008.0,MI,Delivery-Only Service,5.43,2.1,0.98,0.0,NA,1.66
2008.0,MT,Delivery-Only Service,3.7,2.25,0.53,0.0,NA,0.63
2008.0,NH,Delivery-Only Service,5.97,3.51,3.4,0.0,NA,3.46
2008.0,NJ,Delivery-Only Service,4.27,3.4,3.17,2.18,NA,3.3
2008.0,NV,Delivery-Only Service,0.0,0.0,0.22,0.0,NA,0.22
2008.0,NY,Delivery-Only Service,7.46,4.98,2.15,3.29,NA,4.73
2008.0,OH,Delivery-Only Service,5.22,4.29,2.18,0.0,NA,3.57
2008.0,OR,Delivery-Only Service,0.0,1.16,0.74,0.0,NA,0.86
2008.0,PA,Delivery-Only Service,5.16,2.07,0.69,2.59,NA,1.79
2008.0,RI,Delivery-Only Service,4.34,4.19,3.59,0.0,NA,4.0
2008.0,VA,Delivery-Only Service,2.53,4.1,0.0,0.0,NA,2.54
2008.0,WA,Delivery-Only Service,0.0,0.87,0.37,0.0,NA,0.38
2008.0,US,Delivery-Only Service,6.58,3.67,1.61,2.35,NA,3.1
2007.0,AK,Total Electric Industry,15.18,12.19,12.63,0.0,NA,13.28
2007.0,AL,Total Electric Industry,9.32,8.7,5.27,0.0,NA,7.57
2007.0,AR,Total Electric Industry,8.73,6.91,5.25,0.0,NA,6.96
2007.0,AZ,Total Electric Industry,9.66,8.27,6.05,0.0,NA,8.54
2007.0,CA,Total Electric Industry,14.42,12.82,9.98,8.37,NA,12.8
2007.0,CO,Total Electric Industry,9.25,7.62,5.97,7.18,NA,7.76
2007.0,CT,Total Electric Industry,19.11,15.39,12.92,14.18,NA,16.45
2007.0,DC,Total Electric Industry,11.18,12.01,9.32,11.32,NA,11.79
2007.0,DE,Total Electric Industry,13.16,11.21,8.93,0.0,NA,11.35
2007.0,FL,Total Electric Industry,11.22,9.75,7.76,9.73,NA,10.33
2007.0,GA,Total Electric Industry,9.1,8.07,5.53,6.42,NA,7.86
2007.0,HI,Total Electric Industry,24.12,21.91,18.38,0.0,NA,21.29
2007.0,IA,Total Electric Industry,9.45,7.11,4.74,0.0,NA,6.83
2007.0,ID,Total Electric Industry,6.36,5.14,3.87,0.0,NA,5.07
2007.0,IL,Total Electric Industry,10.12,8.57,6.61,6.43,NA,8.46
2007.0,IN,Total Electric Industry,8.26,7.29,4.89,10.09,NA,6.5
2007.0,KS,Total Electric Industry,8.19,6.83,5.13,0.0,NA,6.84
2007.0,KY,Total Electric Industry,7.34,6.76,4.47,0.0,NA,5.84
2007.0,LA,Total Electric Industry,9.37,9.13,6.77,13.91,NA,8.39
2007.0,MA,Total Electric Industry,16.23,15.2,13.03,9.24,NA,15.16
2007.0,MD,Total Electric Industry,11.89,11.58,9.41,10.15,NA,11.5
2007.0,ME,Total Electric Industry,16.52,12.94,14.11,0.0,NA,14.59
2007.0,MI,Total Electric Industry,10.21,8.77,6.47,9.76,NA,8.53
2007.0,MN,Total Electric Industry,9.18,7.48,5.69,8.27,NA,7.44
2007.0,MO,Total Electric Industry,7.69,6.34,4.76,6.16,NA,6.56
2007.0,MS,Total Electric Industry,9.36,8.92,5.75,0.0,NA,8.03
2007.0,MT,Total Electric Industry,8.77,8.1,5.16,0.0,NA,7.13
2007.0,NC,Total Electric Industry,9.4,7.43,5.47,9.09,NA,7.83
2007.0,ND,Total Electric Industry,7.3,6.58,5.24,0.0,NA,6.42
2007.0,NE,Total Electric Industry,7.59,6.39,4.78,0.0,NA,6.28
2007.0,NH,Total Electric Industry,14.88,13.91,12.27,0.0,NA,13.98
2007.0,NJ,Total Electric Industry,14.14,12.99,10.08,11.14,NA,13.01
2007.0,NM,Total Electric Industry,9.12,7.66,5.6,0.0,NA,7.44
2007.0,NV,Total Electric Industry,11.82,10.09,8.28,9.98,NA,9.99
2007.0,NY,Total Electric Industry,17.1,15.92,8.71,10.96,NA,15.22
2007.0,OH,Total Electric Industry,9.57,8.67,5.76,9.98,NA,7.91
2007.0,OK,Total Electric Industry,8.58,7.33,5.41,0.0,NA,7.29
2007.0,OR,Total Electric Industry,8.19,7.2,5.06,6.71,NA,7.02
2007.0,PA,Total Electric Industry,10.95,9.2,6.87,7.72,NA,9.08
2007.0,RI,Total Electric Industry,14.05,12.67,12.04,0.0,NA,13.12
2007.0,SC,Total Electric Industry,9.19,7.74,4.83,0.0,NA,7.18
2007.0,SD,Total Electric Industry,8.07,6.61,5.09,0.0,NA,6.89
2007.0,TN,Total Electric Industry,7.84,8.09,5.19,10.31,NA,7.07
2007.0,TX,Total Electric Industry,12.34,9.87,7.79,8.4,NA,10.11
2007.0,UT,Total Electric Industry,8.15,6.54,4.52,7.44,NA,6.41
2007.0,VA,Total Electric Industry,8.74,6.38,5.07,6.73,NA,7.12
2007.0,VT,Total Electric Industry,14.15,12.29,8.92,0.0,NA,12.04
2007.0,WA,Total Electric Industry,7.26,6.55,4.57,5.74,NA,6.37
2007.0,WI,Total Electric Industry,10.87,8.71,6.16,0.0,NA,8.48
2007.0,WV,Total Electric Industry,6.73,5.85,3.95,6.42,NA,5.34
2007.0,WY,Total Electric Industry,7.75,6.25,4.1,0.0,NA,5.29
2007.0,US,Total Electric Industry,10.65,9.65,6.39,9.7,NA,9.13
2007.0,AK,Full-Service Providers,15.18,12.19,12.63,0.0,NA,13.28
2007.0,AL,Full-Service Providers,9.32,8.7,5.27,0.0,NA,7.57
2007.0,AR,Full-Service Providers,8.73,6.91,5.25,0.0,NA,6.96
2007.0,AZ,Full-Service Providers,9.66,8.27,6.05,0.0,NA,8.54
2007.0,CA,Full-Service Providers,14.41,12.82,9.88,8.28,NA,12.89
2007.0,CO,Full-Service Providers,9.25,7.62,5.97,7.18,NA,7.76
2007.0,CT,Full-Service Providers,19.45,15.47,11.12,14.79,NA,17.06
2007.0,DC,Full-Service Providers,11.16,13.72,0.0,0.0,NA,12.53
2007.0,DE,Full-Service Providers,13.18,12.61,9.91,0.0,NA,12.51
2007.0,FL,Full-Service Providers,11.22,9.75,7.76,9.73,NA,10.33
2007.0,GA,Full-Service Providers,9.1,8.07,5.53,6.42,NA,7.86
2007.0,HI,Full-Service Providers,24.12,21.91,18.38,0.0,NA,21.29
2007.0,IA,Full-Service Providers,9.45,7.11,4.74,0.0,NA,6.83
2007.0,ID,Full-Service Providers,6.36,5.14,3.87,0.0,NA,5.07
2007.0,IL,Full-Service Providers,10.12,9.41,6.46,5.04,NA,9.57
2007.0,IN,Full-Service Providers,8.26,7.29,4.89,10.09,NA,6.5
2007.0,KS,Full-Service Providers,8.19,6.83,5.13,0.0,NA,6.84
2007.0,KY,Full-Service Providers,7.34,6.76,4.47,0.0,NA,5.84
2007.0,LA,Full-Service Providers,9.37,9.13,6.77,13.91,NA,8.39
2007.0,MA,Full-Service Providers,16.11,15.71,11.61,9.9,NA,15.43
2007.0,MD,Full-Service Providers,11.87,12.78,9.82,0.0,NA,12.06
2007.0,ME,Full-Service Providers,13.07,11.86,10.63,0.0,NA,12.21
2007.0,MI,Full-Service Providers,10.21,8.73,6.57,9.76,NA,8.58
2007.0,MN,Full-Service Providers,9.18,7.48,5.69,8.27,NA,7.44
