YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2007.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,12238.0
2007.0,NE,"Combined Heat and Power, Commercial Power",Petroleum,215.0
2008.0,NE,Total Electric Power Industry,Total,32373522.0
2008.0,NE,Total Electric Power Industry,Coal,21479773.0
2008.0,NE,Total Electric Power Industry,Hydroelectric Conventional,346456.0
2008.0,NE,Total Electric Power Industry,Natural Gas,758487.0
2008.0,NE,Total Electric Power Industry,Nuclear,9479039.0
2008.0,NE,Total Electric Power Industry,Other Biomass,60929.0
2008.0,NE,Total Electric Power Industry,Other Gases,0.0
2008.0,NE,Total Electric Power Industry,Petroleum,34655.0
2008.0,NE,Total Electric Power Industry,Wind,214184.0
2008.0,NE,"Electric Generators, Electric Utilities",Total,32355676.0
2008.0,NE,"Electric Generators, Electric Utilities",Coal,21479723.0
2008.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,346456.0
2008.0,NE,"Electric Generators, Electric Utilities",Natural Gas,757060.0
2008.0,NE,"Electric Generators, Electric Utilities",Nuclear,9479039.0
2008.0,NE,"Electric Generators, Electric Utilities",Other Biomass,44559.0
2008.0,NE,"Electric Generators, Electric Utilities",Other Gases,0.0
2008.0,NE,"Electric Generators, Electric Utilities",Petroleum,34655.0
2008.0,NE,"Electric Generators, Electric Utilities",Wind,214184.0
2008.0,NE,"Combined Heat and Power, Industrial Power",Total,49.0
2008.0,NE,"Combined Heat and Power, Industrial Power",Coal,49.0
2008.0,NE,"Combined Heat and Power, Electric Power",Total,4873.0
2008.0,NE,"Combined Heat and Power, Electric Power",Natural Gas,1365.0
2008.0,NE,"Combined Heat and Power, Electric Power",Other Biomass,3508.0
2008.0,NE,"Combined Heat and Power, Commercial Power",Total,12924.0
2008.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,63.0
2008.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,12861.0
2009.0,NE,Total Electric Power Industry,Total,34001892.0
2009.0,NE,Total Electric Power Industry,Coal,23349780.0
2009.0,NE,Total Electric Power Industry,Hydroelectric Conventional,433690.0
2009.0,NE,Total Electric Power Industry,Natural Gas,311581.0
2009.0,NE,Total Electric Power Industry,Nuclear,9435142.0
2009.0,NE,Total Electric Power Industry,Other Biomass,66195.0
2009.0,NE,Total Electric Power Industry,Petroleum,22869.0
2009.0,NE,Total Electric Power Industry,Wind,382634.0
2009.0,NE,"Electric Generators, Independent Power Producers",Total,164662.0
2009.0,NE,"Electric Generators, Independent Power Producers",Wind,164662.0
2009.0,NE,"Electric Generators, Electric Utilities",Total,33776062.0
2009.0,NE,"Electric Generators, Electric Utilities",Coal,23307746.0
2009.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,433690.0
2009.0,NE,"Electric Generators, Electric Utilities",Natural Gas,311194.0
2009.0,NE,"Electric Generators, Electric Utilities",Nuclear,9435142.0
2009.0,NE,"Electric Generators, Electric Utilities",Other Biomass,47449.0
2009.0,NE,"Electric Generators, Electric Utilities",Petroleum,22869.0
2009.0,NE,"Electric Generators, Electric Utilities",Wind,217972.0
2009.0,NE,"Combined Heat and Power, Industrial Power",Total,42034.0
2009.0,NE,"Combined Heat and Power, Industrial Power",Coal,42034.0
2009.0,NE,"Combined Heat and Power, Electric Power",Total,4720.0
2009.0,NE,"Combined Heat and Power, Electric Power",Natural Gas,97.0
2009.0,NE,"Combined Heat and Power, Electric Power",Other Biomass,4623.0
2009.0,NE,"Combined Heat and Power, Commercial Power",Total,14414.0
2009.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,291.0
2009.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,14123.0
2010.0,NE,Total Electric Power Industry,Total,36630006.0
2010.0,NE,Total Electric Power Industry,Coal,23362776.0
2010.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1313856.0
2010.0,NE,Total Electric Power Industry,Natural Gas,375035.0
2010.0,NE,Total Electric Power Industry,Nuclear,11054337.0
2010.0,NE,Total Electric Power Industry,Other Biomass,71508.0
2010.0,NE,Total Electric Power Industry,Petroleum,30849.0
2010.0,NE,Total Electric Power Industry,Wind,421645.0
2010.0,NE,"Electric Generators, Independent Power Producers",Total,208275.0
2010.0,NE,"Electric Generators, Independent Power Producers",Wind,208275.0
2010.0,NE,"Electric Generators, Electric Utilities",Total,36242921.0
2010.0,NE,"Electric Generators, Electric Utilities",Coal,23214616.0
2010.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1313856.0
2010.0,NE,"Electric Generators, Electric Utilities",Natural Gas,362396.0
2010.0,NE,"Electric Generators, Electric Utilities",Nuclear,11054337.0
2010.0,NE,"Electric Generators, Electric Utilities",Other Biomass,53497.0
2010.0,NE,"Electric Generators, Electric Utilities",Petroleum,30849.0
2010.0,NE,"Electric Generators, Electric Utilities",Wind,213370.0
2010.0,NE,"Combined Heat and Power, Industrial Power",Total,160448.0
2010.0,NE,"Combined Heat and Power, Industrial Power",Coal,148159.0
2010.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,12289.0
2010.0,NE,"Combined Heat and Power, Electric Power",Total,5820.0
2010.0,NE,"Combined Heat and Power, Electric Power",Natural Gas,155.0
2010.0,NE,"Combined Heat and Power, Electric Power",Other Biomass,5665.0
2010.0,NE,"Combined Heat and Power, Commercial Power",Total,12542.0
2010.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,195.0
2010.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,12347.0
2011.0,NE,Total Electric Power Industry,Total,36095051.0
2011.0,NE,Total Electric Power Industry,Coal,25965242.89
2011.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1617228.0
2011.0,NE,Total Electric Power Industry,Natural Gas,425894.79
2011.0,NE,Total Electric Power Industry,Nuclear,6933174.0
2011.0,NE,Total Electric Power Industry,Other Biomass,65419.5
2011.0,NE,Total Electric Power Industry,Petroleum,37206.83
2011.0,NE,Total Electric Power Industry,Wind,1050885.0
2011.0,NE,"Electric Generators, Independent Power Producers",Total,822020.0
2011.0,NE,"Electric Generators, Independent Power Producers",Wind,822020.0
2011.0,NE,"Electric Generators, Electric Utilities",Total,34977559.0
2011.0,NE,"Electric Generators, Electric Utilities",Coal,25707792.93
2011.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1617228.0
2011.0,NE,"Electric Generators, Electric Utilities",Natural Gas,401745.24
2011.0,NE,"Electric Generators, Electric Utilities",Nuclear,6933174.0
2011.0,NE,"Electric Generators, Electric Utilities",Other Biomass,51547.0
2011.0,NE,"Electric Generators, Electric Utilities",Petroleum,37206.83
2011.0,NE,"Electric Generators, Electric Utilities",Wind,228865.0
2011.0,NE,"Combined Heat and Power, Industrial Power",Total,278358.0
2011.0,NE,"Combined Heat and Power, Industrial Power",Coal,257449.96
2011.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,20908.04
2011.0,NE,"Combined Heat and Power, Commercial Power",Total,17114.0
2011.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,3241.5
2011.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,13872.5
2012.0,NE,Total Electric Power Industry,Total,34217292.0
2012.0,NE,Total Electric Power Industry,Coal,25019216.0
2012.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1257054.0
2012.0,NE,Total Electric Power Industry,Natural Gas,770100.0
2012.0,NE,Total Electric Power Industry,Nuclear,5801578.0
2012.0,NE,Total Electric Power Industry,Petroleum,22583.0
2012.0,NE,Total Electric Power Industry,Other Biomass,63132.0
2012.0,NE,Total Electric Power Industry,Wind,1283629.0
2012.0,NE,"Combined Heat and Power, Industrial Power",Total,344599.0
2012.0,NE,"Combined Heat and Power, Industrial Power",Coal,333588.0
2012.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,11011.0
2012.0,NE,"Combined Heat and Power, Commercial Power",Total,17741.0
2012.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,692.0
2012.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,17049.0
2012.0,NE,"Electric Generators, Independent Power Producers",Total,1072067.0
2012.0,NE,"Electric Generators, Independent Power Producers",Wind,1072067.0
2012.0,NE,"Electric Generators, Electric Utilities",Total,32782885.0
2012.0,NE,"Electric Generators, Electric Utilities",Coal,24685628.0
2012.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1257054.0
2012.0,NE,"Electric Generators, Electric Utilities",Natural Gas,758397.0
2012.0,NE,"Electric Generators, Electric Utilities",Nuclear,5801578.0
2012.0,NE,"Electric Generators, Electric Utilities",Petroleum,22583.0
2012.0,NE,"Electric Generators, Electric Utilities",Other Biomass,46083.0
2012.0,NE,"Electric Generators, Electric Utilities",Wind,211562.0
2013.0,NE,Total Electric Power Industry,Total,37104627.77
2013.0,NE,Total Electric Power Industry,Coal,26767101.2
2013.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1123915.0
2013.0,NE,Total Electric Power Industry,Natural Gas,436645.29
2013.0,NE,Total Electric Power Industry,Nuclear,6865367.0
2013.0,NE,Total Electric Power Industry,Other,0.0
2013.0,NE,Total Electric Power Industry,Other Biomass,67278.87
2013.0,NE,Total Electric Power Industry,Petroleum,42560.54
2013.0,NE,Total Electric Power Industry,Wind,1801759.87
2013.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2013.0,NE,"Electric Generators, Independent Power Producers",Total,1583211.87
2013.0,NE,"Electric Generators, Independent Power Producers",Wind,1583211.87
2013.0,NE,"Electric Generators, Electric Utilities",Total,35170166.9
2013.0,NE,"Electric Generators, Electric Utilities",Coal,26434152.54
2013.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1123915.0
2013.0,NE,"Electric Generators, Electric Utilities",Natural Gas,436499.82
2013.0,NE,"Electric Generators, Electric Utilities",Nuclear,6865367.0
2013.0,NE,"Electric Generators, Electric Utilities",Other Biomass,49124.0
2013.0,NE,"Electric Generators, Electric Utilities",Petroleum,42560.54
2013.0,NE,"Electric Generators, Electric Utilities",Wind,218548.0
2013.0,NE,"Combined Heat and Power, Industrial Power",Total,332978.0
2013.0,NE,"Combined Heat and Power, Industrial Power",Coal,332948.66
2013.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,29.34
2013.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2013.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2013.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2013.0,NE,"Combined Heat and Power, Commercial Power",Total,18271.0
2013.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,116.13
2013.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,18154.87
2014.0,NE,Total Electric Power Industry,Total,39431291.0
2014.0,NE,Total Electric Power Industry,Coal,24922175.0
2014.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1157781.0
2014.0,NE,Total Electric Power Industry,Natural Gas,405712.0
2014.0,NE,Total Electric Power Industry,Nuclear,10101838.0
2014.0,NE,Total Electric Power Industry,Other,0.0
2014.0,NE,Total Electric Power Industry,Petroleum,42660.0
2014.0,NE,Total Electric Power Industry,Other Biomass,64185.0
2014.0,NE,Total Electric Power Industry,Wind,2736939.0
2014.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Total,342283.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Coal,341938.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,345.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2014.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2014.0,NE,"Combined Heat and Power, Commercial Power",Total,17441.0
2014.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,336.0
2014.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,17105.0
2014.0,NE,"Electric Generators, Independent Power Producers",Total,2510607.0
2014.0,NE,"Electric Generators, Independent Power Producers",Wind,2510607.0
2014.0,NE,"Electric Generators, Electric Utilities",Total,36560960.0
2014.0,NE,"Electric Generators, Electric Utilities",Coal,24580237.0
2014.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1157781.0
2014.0,NE,"Electric Generators, Electric Utilities",Natural Gas,405031.0
2014.0,NE,"Electric Generators, Electric Utilities",Nuclear,10101838.0
2014.0,NE,"Electric Generators, Electric Utilities",Petroleum,42660.0
2014.0,NE,"Electric Generators, Electric Utilities",Other Biomass,47080.0
2014.0,NE,"Electric Generators, Electric Utilities",Wind,226332.0
2015.0,NE,Total Electric Power Industry,Total,39883391.0
2015.0,NE,Total Electric Power Industry,Coal,24185421.0
2015.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1684980.0
2015.0,NE,Total Electric Power Industry,Natural Gas,430731.0
2015.0,NE,Total Electric Power Industry,Nuclear,10324728.0
2015.0,NE,Total Electric Power Industry,Other,0.0
2015.0,NE,Total Electric Power Industry,Petroleum,6115.0
2015.0,NE,Total Electric Power Industry,Other Biomass,70953.0
2015.0,NE,Total Electric Power Industry,Wind,3180463.0
2015.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Total,381424.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Coal,380954.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,470.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2015.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2015.0,NE,"Combined Heat and Power, Commercial Power",Total,16923.0
2015.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,704.0
2015.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,16219.0
2015.0,NE,"Electric Generators, Independent Power Producers",Total,2962802.0
2015.0,NE,"Electric Generators, Independent Power Producers",Wind,2962802.0
2015.0,NE,"Electric Generators, Electric Utilities",Total,36522242.0
2015.0,NE,"Electric Generators, Electric Utilities",Coal,23804467.0
2015.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1684980.0
2015.0,NE,"Electric Generators, Electric Utilities",Natural Gas,429556.0
2015.0,NE,"Electric Generators, Electric Utilities",Nuclear,10324728.0
2015.0,NE,"Electric Generators, Electric Utilities",Petroleum,6115.0
2015.0,NE,"Electric Generators, Electric Utilities",Other Biomass,54734.0
2015.0,NE,"Electric Generators, Electric Utilities",Wind,217661.0
2016.0,NE,Total Electric Power Industry,Total,36524869.0
2016.0,NE,Total Electric Power Industry,Coal,21897715.0
2016.0,NE,Total Electric Power Industry,Hydroelectric Conventional,856408.0
2016.0,NE,Total Electric Power Industry,Natural Gas,537910.0
2016.0,NE,Total Electric Power Industry,Nuclear,9350591.0
2016.0,NE,Total Electric Power Industry,Other,0.0
2016.0,NE,Total Electric Power Industry,Petroleum,-17940.0
2016.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,3981.0
2016.0,NE,Total Electric Power Industry,Other Biomass,97817.0
2016.0,NE,Total Electric Power Industry,Wind,3798387.0
2016.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Total,347425.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Coal,346843.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,582.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2016.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2016.0,NE,"Combined Heat and Power, Commercial Power",Total,19230.0
2016.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,1360.0
2016.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,17870.0
2016.0,NE,"Electric Generators, Independent Power Producers",Total,3610474.0
2016.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,3981.0
2016.0,NE,"Electric Generators, Independent Power Producers",Wind,3606493.0
2016.0,NE,"Electric Generators, Electric Utilities",Total,32547740.0
2016.0,NE,"Electric Generators, Electric Utilities",Coal,21550872.0
2016.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,856408.0
2016.0,NE,"Electric Generators, Electric Utilities",Natural Gas,535968.0
2016.0,NE,"Electric Generators, Electric Utilities",Nuclear,9350591.0
2016.0,NE,"Electric Generators, Electric Utilities",Petroleum,-17940.0
2016.0,NE,"Electric Generators, Electric Utilities",Other Biomass,79948.0
2016.0,NE,"Electric Generators, Electric Utilities",Wind,191894.0
2017.0,NE,Total Electric Power Industry,Total,35406982.0
2017.0,NE,Total Electric Power Industry,Coal,21173563.0
2017.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1489058.0
2017.0,NE,Total Electric Power Industry,Natural Gas,629354.0
2017.0,NE,Total Electric Power Industry,Nuclear,6912737.0
2017.0,NE,Total Electric Power Industry,Other,0.0
2017.0,NE,Total Electric Power Industry,Petroleum,5641.0
2017.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,15258.0
2017.0,NE,Total Electric Power Industry,Other Biomass,97287.0
2017.0,NE,Total Electric Power Industry,Wind,5084084.0
2017.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Total,360411.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Coal,360410.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,1.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2017.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2017.0,NE,"Combined Heat and Power, Commercial Power",Total,18741.0
2017.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,1357.0
2017.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,17384.0
2017.0,NE,"Electric Generators, Independent Power Producers",Total,4933312.0
2017.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,15258.0
2017.0,NE,"Electric Generators, Independent Power Producers",Wind,4918054.0
2017.0,NE,"Electric Generators, Electric Utilities",Total,30094518.0
2017.0,NE,"Electric Generators, Electric Utilities",Coal,20813153.0
2017.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1489058.0
2017.0,NE,"Electric Generators, Electric Utilities",Natural Gas,627995.0
2017.0,NE,"Electric Generators, Electric Utilities",Nuclear,6912737.0
2017.0,NE,"Electric Generators, Electric Utilities",Petroleum,5641.0
2017.0,NE,"Electric Generators, Electric Utilities",Other Biomass,79903.0
2017.0,NE,"Electric Generators, Electric Utilities",Wind,166030.0
2018.0,NE,Total Electric Power Industry,Total,36966216.0
2018.0,NE,Total Electric Power Industry,Coal,23305208.0
2018.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1382073.0
2018.0,NE,Total Electric Power Industry,Natural Gas,964790.0
2018.0,NE,Total Electric Power Industry,Nuclear,5632140.0
2018.0,NE,Total Electric Power Industry,Other,0.0
2018.0,NE,Total Electric Power Industry,Petroleum,12474.0
2018.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,27112.0
2018.0,NE,Total Electric Power Industry,Other Biomass,93313.0
2018.0,NE,Total Electric Power Industry,Wind,5549106.0
2018.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Total,373842.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Coal,373842.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2018.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2018.0,NE,"Combined Heat and Power, Commercial Power",Total,18229.0
2018.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,3290.0
2018.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,14939.0
2018.0,NE,"Electric Generators, Independent Power Producers",Total,5407379.0
2018.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,27112.0
2018.0,NE,"Electric Generators, Independent Power Producers",Wind,5380267.0
2018.0,NE,"Electric Generators, Electric Utilities",Total,31166766.0
2018.0,NE,"Electric Generators, Electric Utilities",Coal,22931366.0
2018.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1382073.0
2018.0,NE,"Electric Generators, Electric Utilities",Natural Gas,961500.0
2018.0,NE,"Electric Generators, Electric Utilities",Nuclear,5632140.0
2018.0,NE,"Electric Generators, Electric Utilities",Petroleum,12474.0
2018.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0.0
2018.0,NE,"Electric Generators, Electric Utilities",Other Biomass,78374.0
2018.0,NE,"Electric Generators, Electric Utilities",Wind,168839.0
2019.0,NE,Total Electric Power Industry,Total,37297615.0
2019.0,NE,Total Electric Power Industry,Coal,20385423.0
2019.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1340252.0
2019.0,NE,Total Electric Power Industry,Natural Gas,1276856.0
2019.0,NE,Total Electric Power Industry,Nuclear,6951600.0
2019.0,NE,Total Electric Power Industry,Other,0.0
2019.0,NE,Total Electric Power Industry,Petroleum,16168.0
2019.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,31706.0
2019.0,NE,Total Electric Power Industry,Other Biomass,84518.0
2019.0,NE,Total Electric Power Industry,Wind,7211092.0
2019.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Total,347563.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Coal,347563.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2019.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2019.0,NE,"Combined Heat and Power, Commercial Power",Total,17520.0
2019.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,4188.0
2019.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,13332.0
2019.0,NE,"Electric Generators, Independent Power Producers",Total,6914040.0
2019.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,27078.0
2019.0,NE,"Electric Generators, Independent Power Producers",Wind,6886962.0
2019.0,NE,"Electric Generators, Electric Utilities",Total,30018492.0
2019.0,NE,"Electric Generators, Electric Utilities",Coal,20037860.0
2019.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1340252.0
2019.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1272668.0
2019.0,NE,"Electric Generators, Electric Utilities",Nuclear,6951600.0
2019.0,NE,"Electric Generators, Electric Utilities",Petroleum,16168.0
2019.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4628.0
2019.0,NE,"Electric Generators, Electric Utilities",Other Biomass,71186.0
2019.0,NE,"Electric Generators, Electric Utilities",Wind,324130.0
2020.0,NE,Total Electric Power Industry,Total,36848681.0
2020.0,NE,Total Electric Power Industry,Coal,18788647.0
2020.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1390089.0
2020.0,NE,Total Electric Power Industry,Natural Gas,1208709.0
2020.0,NE,Total Electric Power Industry,Nuclear,6188551.0
2020.0,NE,Total Electric Power Industry,Other,0.0
2020.0,NE,Total Electric Power Industry,Petroleum,14034.0
2020.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,53608.0
2020.0,NE,Total Electric Power Industry,Other Biomass,89701.0
2020.0,NE,Total Electric Power Industry,Wind,9115342.0
2020.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Total,239200.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Coal,239200.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2020.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2020.0,NE,"Combined Heat and Power, Commercial Power",Total,16024.0
2020.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,4060.0
2020.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,11964.0
2020.0,NE,"Electric Generators, Independent Power Producers",Total,8836865.0
2020.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,45628.0
2020.0,NE,"Electric Generators, Independent Power Producers",Wind,8791237.0
2020.0,NE,"Electric Generators, Electric Utilities",Total,27756592.0
2020.0,NE,"Electric Generators, Electric Utilities",Coal,18549447.0
2020.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1390089.0
2020.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1204649.0
2020.0,NE,"Electric Generators, Electric Utilities",Nuclear,6188551.0
2020.0,NE,"Electric Generators, Electric Utilities",Petroleum,14034.0
2020.0,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7980.0
2020.0,NE,"Electric Generators, Electric Utilities",Other Biomass,77737.0
2020.0,NE,"Electric Generators, Electric Utilities",Wind,324105.0
2021.0,NE,Total Electric Power Industry,Total,37910898.0
2021.0,NE,Total Electric Power Industry,Coal,18933617.0
2021.0,NE,Total Electric Power Industry,Hydroelectric Conventional,1123156.0
2021.0,NE,Total Electric Power Industry,Natural Gas,1173365.0
2021.0,NE,Total Electric Power Industry,Nuclear,6880622.0
2021.0,NE,Total Electric Power Industry,Other,-28.0
2021.0,NE,Total Electric Power Industry,Petroleum,55130.0
2021.0,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,60523.0
2021.0,NE,Total Electric Power Industry,Other Biomass,92473.0
2021.0,NE,Total Electric Power Industry,Wind,9592039.0
2021.0,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Total,330511.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Coal,330511.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Other,0.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0.0
2021.0,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2021.0,NE,"Combined Heat and Power, Commercial Power",Total,17924.0
2021.0,NE,"Combined Heat and Power, Commercial Power",Natural Gas,2607.0
2021.0,NE,"Combined Heat and Power, Commercial Power",Other Biomass,15317.0
2021.0,NE,"Electric Generators, Independent Power Producers",Total,9554507.0
2021.0,NE,"Electric Generators, Independent Power Producers",Other,-28.0
2021.0,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,52705.0
2021.0,NE,"Electric Generators, Independent Power Producers",Wind,9501830.0
2021.0,NE,"Electric Generators, Electric Utilities",Total,28007956.0
2021.0,NE,"Electric Generators, Electric Utilities",Coal,18603106.0
2021.0,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1123156.0
2021.0,NE,"Electric Generators, Electric Utilities",Natural Gas,1170758.0
2021.0,NE,"Electric Generators, Electric Utilities",Nuclear,6880622.0
2021.0,NE,"Electric Generators, Electric Utilities",Petroleum,55130.0
